, Births per 1000 People, Deaths per 1000 People, Population,Country,Divorces,Marriages,Total Number of Births,Total Number of Deaths,Unnamed: 0,date,category
27,17.915,8.161,36666767,Spain,,,656885.1308,299237.4855,27,12/31/1977,Historical
28,17.538,8.067,37040396,Spain,,,649614.465,298804.8745,28,12/31/1978,Historical
29,16.716,8.01,37386810,Spain,,,624957.916,299468.3481,29,12/31/1979,Historical
30,15.894,7.952,37698196,Spain,,,599175.1272,299776.0546,30,12/31/1980,Historical
31,15.071,7.895,37971972,Spain,,,572275.59,299788.7189,31,12/31/1981,Historical
32,14.249,7.837,38209693,Spain,,,544449.9156,299449.364,32,12/31/1982,Historical
33,13.427,7.78,38413317,Spain,,,515775.6074,298855.6063,33,12/31/1983,Historical
34,12.925,7.857,38586708,Spain,,,498733.2009,303175.7648,34,12/31/1984,Historical
35,12.423,7.934,38733876,Spain,,,481190.9415,307314.5722,35,12/31/1985,Historical
36,11.92,8.01,38855626,Spain,,,463159.0619,311233.5643,36,12/31/1986,Historical
37,11.418,8.087,38954497,Spain,,,444782.4467,315025.0172,37,12/31/1987,Historical
38,10.916,8.164,39038692,Spain,,,426146.3619,318711.8815,38,12/31/1988,Historical
39,10.718,8.247,39118561,Spain,,,419272.7368,322610.7726,39,12/31/1989,Historical
40,10.519,8.33,39202525,Spain,,,412371.3605,326557.0333,40,12/31/1990,Historical
41,10.321,8.413,39299081,Spain,,,405605.815,330623.1685,41,12/31/1991,Historical
42,10.122,8.496,39410857,Spain,,,398916.6946,334834.6411,42,12/31/1992,Historical
43,9.924,8.579,39533725,Spain,,,392332.6869,339159.8268,43,12/31/1993,Historical
44,9.817,8.635,39660069,Spain,,,389342.8974,342464.6958,44,12/31/1994,Historical
45,9.71,8.692,39787419,Spain,,,386335.8385,345832.2459,45,12/31/1995,Historical
46,9.602,8.748,39908959,Spain,,,383205.8243,349123.5733,46,12/31/1996,Historical
47,9.495,8.805,40035293,Spain,,,380135.107,352510.7549,47,12/31/1997,Historical
48,9.388,8.861,40201560,Spain,,,377412.2453,356226.0232,48,12/31/1998,Historical
49,9.54,8.849,40454470,Spain,,,385935.6438,357981.605,49,12/31/1999,Historical
50,9.692,8.837,40824754,Spain,,,395673.5158,360768.3511,50,12/31/2000,Historical
51,9.845,8.824,41319427,Spain,,,406789.7588,364602.6238,51,12/31/2001,Historical
52,9.997,8.812,41919585,Spain,,,419070.0912,369395.383,52,12/31/2002,Historical
53,10.149,8.8,42596453,Spain,,,432311.4015,374848.7864,53,12/31/2003,Historical
54,10.375,8.735,43308345,Spain,,,449324.0794,378298.3936,54,12/31/2004,Historical
55,10.601,8.669,44019123,Spain,,,466646.7229,381601.7773,55,12/31/2005,Historical
56,10.827,8.604,44728565,Spain,,,484276.1733,384844.5733,56,12/31/2006,Historical
57,11.053,8.538,45429076,Spain,,,502127.577,387873.4509,57,12/31/2007,Historical
58,11.279,8.473,46068811,Spain,,,519610.1193,390341.0356,58,12/31/2008,Historical
59,10.943,8.475,46583565,Spain,,,509763.9518,394795.7134,59,12/31/2009,Historical
60,10.607,8.476,46931015,Spain,,,497797.2761,397787.2831,60,12/31/2010,Historical
61,10.27,8.478,47084240,Spain,,,483555.1448,399180.1867,61,12/31/2011,Historical
62,9.934,8.479,47063060,Spain,,,467524.438,399047.6857,62,12/31/2012,Historical
63,9.598,8.481,46930555,Spain,,,450439.4669,398018.037,63,12/31/2013,Historical
64,9.382,8.588,46777925,Spain,,,438870.4924,401728.8199,64,12/31/2014,Historical
65,9.165,8.695,46671926,Spain,,,427748.2018,405812.3966,65,12/31/2015,Historical
66,8.949,8.803,46634140,Spain,,,417328.9189,410520.3344,66,12/31/2016,Historical
67,8.732,8.91,46647428,Spain,,,407325.3413,415628.5835,67,12/31/2017,Historical
68,8.516,9.017,46692858,Spain,,,397636.3787,421029.5006,68,12/31/2018,Historical
69,8.391,9.115,46736776,Spain,,,392168.2874,426005.7132,69,12/31/2019,Historical
0,19.636,13.259,41833882,France,,,821450.107,554675.4414,0,12/31/1950,Historical
1,19.461,13.077,42031191,France,,,817969.0081,549641.8847,1,12/31/1951,Historical
2,19.285,12.895,42315600,France,,,816056.346,545659.662,2,12/31/1952,Historical
3,19.109,12.713,42654662,France,,,815087.9362,542268.718,3,12/31/1953,Historical
4,18.933,12.531,43024816,France,,,814588.8413,539143.9693,4,12/31/1954,Historical
5,18.757,12.349,43411367,France,,,814267.0108,536086.9711,5,12/31/1955,Historical
6,18.582,12.167,43808989,France,,,814058.6336,533023.9692,6,12/31/1956,Historical
7,18.406,11.985,44221227,France,,,813935.9042,529991.4056,7,12/31/1957,Historical
8,18.23,11.803,44659046,France,,,814134.4086,527110.7199,8,12/31/1958,Historical
9,18.241,11.697,45138438,France,,,823370.2476,527984.3093,9,12/31/1959,Historical
10,18.252,11.591,45673146,France,,,833626.2608,529397.4353,10,12/31/1960,Historical
11,18.264,11.484,46266981,France,,,845020.141,531330.0098,11,12/31/1961,Historical
12,18.275,11.378,46907042,France,,,857226.1925,533708.3239,12,12/31/1962,Historical
13,18.286,11.272,47560826,France,,,869697.2642,536105.6307,13,12/31/1963,Historical
14,18.066,11.228,48184418,France,,,870499.6956,541014.6453,14,12/31/1964,Historical
15,17.846,11.185,48746652,France,,,869932.7516,545231.3026,15,12/31/1965,Historical
16,17.626,11.141,49232539,France,,,867772.7324,548499.717,16,12/31/1966,Historical
17,17.406,11.098,49651083,France,,,864226.7507,551027.7191,17,12/31/1967,Historical
18,17.186,11.054,50024582,France,,,859722.4663,552971.7294,18,12/31/1968,Historical
19,16.964,10.99,50387448,France,,,854772.6679,553758.0535,19,12/31/1969,Historical
20,16.742,10.926,50763920,France,,,849889.5486,554646.5899,20,12/31/1970,Historical
21,16.519,10.861,51162568,France,,,845154.4608,555676.651,21,12/31/1971,Historical
22,16.297,10.797,51573265,France,,,840489.4997,556836.5422,22,12/31/1972,Historical
23,16.075,10.733,51979527,France,,,835570.8965,557896.2633,23,12/31/1973,Historical
24,15.62,10.655,52356796,France,,,817813.1535,557861.6614,24,12/31/1974,Historical
25,15.165,10.577,52688576,France,,,799022.255,557287.0684,25,12/31/1975,Historical
26,14.709,10.498,52969317,France,,,779125.6838,556071.8899,26,12/31/1976,Historical
27,14.254,10.42,53208554,France,,,758434.7287,554433.1327,27,12/31/1977,Historical
28,13.799,10.342,53423112,France,,,737185.5225,552501.8243,28,12/31/1978,Historical
29,13.87,10.301,53637069,France,,,743946.147,552515.4478,29,12/31/1979,Historical
30,13.94,10.26,53868009,France,,,750920.0455,552685.7723,30,12/31/1980,Historical
31,14.011,10.22,54121013,France,,,758289.5131,553116.7529,31,12/31/1981,Historical
32,14.081,10.179,54391471,France,,,765886.3032,553650.7833,32,12/31/1982,Historical
33,14.152,10.138,54675371,France,,,773765.8504,554298.9112,33,12/31/1983,Historical
34,14.058,10.035,54965164,France,,,772700.2755,551575.4207,34,12/31/1984,Historical
35,13.964,9.932,55254848,France,,,771578.6975,548791.1503,35,12/31/1985,Historical
36,13.869,9.828,55545273,France,,,770357.3912,545898.943,36,12/31/1986,Historical
37,13.775,9.725,55837627,France,,,769163.3119,543020.9226,37,12/31/1987,Historical
38,13.681,9.622,56126325,France,,,767864.2523,540047.4991,38,12/31/1988,Historical
39,13.502,9.547,56404304,France,,,761570.9126,538491.8903,39,12/31/1989,Historical
40,13.324,9.473,56666849,France,,,755029.0961,536805.0606,40,12/31/1990,Historical
41,13.145,9.398,56913587,France,,,748129.1011,534873.8906,41,12/31/1991,Historical
42,12.967,9.324,57147213,France,,,741027.911,532840.614,42,12/31/1992,Historical
43,12.788,9.249,57370381,France,,,733652.4322,530618.6539,43,12/31/1993,Historical
44,12.769,9.239,57587131,France,,,735330.0757,532047.5033,44,12/31/1994,Historical
45,12.75,9.23,57801892,France,,,736974.123,533511.4632,45,12/31/1995,Historical
46,12.731,9.22,58012058,France,,,738551.5104,534871.1748,46,12/31/1996,Historical
47,12.712,9.211,58220659,France,,,740101.0172,536270.49,47,12/31/1997,Historical
48,12.693,9.201,58444246,France,,,741832.8145,537745.5074,48,12/31/1998,Historical
49,12.725,9.146,58704381,France,,,747013.2482,536910.2686,49,12/31/1999,Historical
50,12.757,9.092,59015096,France,,,752855.5797,536565.2528,50,12/31/2000,Historical
51,12.788,9.037,59384132,France,,,759404.28,536654.4009,51,12/31/2001,Historical
52,12.82,8.983,59803441,France,,,766680.1136,537214.3105,52,12/31/2002,Historical
53,12.852,8.928,60251588,France,,,774353.409,537926.1777,53,12/31/2003,Historical
54,12.846,8.86,60697981,France,,,779726.2639,537784.1117,54,12/31/2004,Historical
55,12.84,8.792,61120127,France,,,784782.4307,537368.1566,55,12/31/2005,Historical
56,12.835,8.723,61508926,France,,,789467.0652,536542.3615,56,12/31/2006,Historical
57,12.829,8.655,61869227,France,,,793720.3132,535478.1597,57,12/31/2007,Historical
58,12.823,8.587,62209207,France,,,797708.6614,534190.4605,58,12/31/2008,Historical
59,12.728,8.617,62542900,France,,,796046.0312,538932.1693,59,12/31/2009,Historical
60,12.633,8.646,62879530,France,,,794357.1025,543656.4164,60,12/31/2010,Historical
61,12.537,8.676,63222227,France,,,792617.0599,548516.0415,61,12/31/2011,Historical
62,12.442,8.705,63564221,France,,,790866.0377,553326.5438,62,12/31/2012,Historical
63,12.347,8.735,63893525,France,,,788893.3532,558109.9409,63,12/31/2013,Historical
64,12.125,8.842,64193550,France,,,778346.7938,567599.3691,64,12/31/2014,Historical
65,11.902,8.949,64453200,France,,,767121.9864,576791.6868,65,12/31/2015,Historical
66,11.68,9.055,64667596,France,,,755317.5213,585565.0818,66,12/31/2016,Historical
67,11.457,9.162,64842509,France,,,742900.6256,594087.0675,67,12/31/2017,Historical
68,11.235,9.269,64990511,France,,,730168.3911,602397.0465,68,12/31/2018,Historical
69,11.171,9.317,65129728,France,,,727564.1915,606813.6758,69,12/31/2019,Historical
0,14.39,11.828,50616014,United Kingdom,,,728364.4415,598686.2136,0,12/31/1950,Historical
1,14.641,11.801,50601935,United Kingdom,,,740862.9303,597153.4349,1,12/31/1951,Historical
2,14.892,11.775,50651280,United Kingdom,,,754298.8618,596418.822,2,12/31/1952,Historical
3,15.143,11.748,50750976,United Kingdom,,,768522.0296,596222.466,3,12/31/1953,Historical
4,15.394,11.721,50890915,United Kingdom,,,783414.7455,596492.4147,4,12/31/1954,Historical
5,15.645,11.695,51063902,United Kingdom,,,798894.7468,597192.3339,5,12/31/1955,Historical
6,15.896,11.668,51265880,United Kingdom,,,814922.4285,598170.2878,6,12/31/1956,Historical
7,16.147,11.642,51495702,United Kingdom,,,831501.1002,599512.9627,7,12/31/1957,Historical
8,16.398,11.615,51754673,United Kingdom,,,848673.1279,601130.5269,8,12/31/1958,Historical
9,16.778,11.656,52045662,United Kingdom,,,873222.117,606644.2363,9,12/31/1959,Historical
10,17.159,11.697,52370602,United Kingdom,,,898627.1597,612578.9316,10,12/31/1960,Historical
11,17.539,11.738,52727768,United Kingdom,,,924792.323,618918.5408,11,12/31/1961,Historical
12,17.92,11.779,53109399,United Kingdom,,,951720.4301,625575.6108,12,12/31/1962,Historical
13,18.3,11.82,53500716,United Kingdom,,,979063.1028,632378.4631,13,12/31/1963,Historical
14,18.023,11.807,53882751,United Kingdom,,,971128.8213,636193.6411,14,12/31/1964,Historical
15,17.747,11.794,54240850,United Kingdom,,,962612.365,639716.5849,15,12/31/1965,Historical
16,17.47,11.78,54568868,United Kingdom,,,953318.124,642821.265,16,12/31/1966,Historical
17,17.194,11.767,54866534,United Kingdom,,,943375.1856,645614.5056,17,12/31/1967,Historical
18,16.917,11.754,55132596,United Kingdom,,,932678.1265,648028.5334,18,12/31/1968,Historical
19,16.24,11.771,55367947,United Kingdom,,,899175.4593,651736.1041,19,12/31/1969,Historical
20,15.563,11.789,55573453,United Kingdom,,,864889.649,655155.4374,20,12/31/1970,Historical
21,14.887,11.806,55748531,United Kingdom,,,829928.381,658167.157,21,12/31/1971,Historical
22,14.21,11.824,55892418,United Kingdom,,,794231.2598,660871.9504,22,12/31/1972,Historical
23,13.533,11.841,56006296,United Kingdom,,,757933.2038,663170.5509,23,12/31/1973,Historical
24,13.223,11.857,56092066,United Kingdom,,,741705.3887,665083.6266,24,12/31/1974,Historical
25,12.913,11.873,56152333,United Kingdom,,,725095.076,666696.6497,25,12/31/1975,Historical
26,12.603,11.888,56188348,United Kingdom,,,708141.7498,667967.081,26,12/31/1976,Historical
27,12.293,11.904,56203595,United Kingdom,,,690910.7933,669047.5949,27,12/31/1977,Historical
28,11.983,11.92,56205913,United Kingdom,,,673515.4555,669974.483,28,12/31/1978,Historical
29,12.147,11.882,56205083,United Kingdom,,,682723.1432,667828.7962,29,12/31/1979,Historical
30,12.311,11.844,56209171,United Kingdom,,,691991.1042,665741.4213,30,12/31/1980,Historical
31,12.474,11.806,56220735,United Kingdom,,,701297.4484,663741.9974,31,12/31/1981,Historical
32,12.638,11.768,56241412,United Kingdom,,,710778.9649,661848.9364,32,12/31/1982,Historical
33,12.802,11.73,56276798,United Kingdom,,,720455.568,660126.8405,33,12/31/1983,Historical
34,12.989,11.693,56332901,United Kingdom,,,731708.0511,658700.6114,34,12/31/1984,Historical
35,13.176,11.656,56413553,United Kingdom,,,743304.9743,657556.3738,35,12/31/1985,Historical
36,13.363,11.62,56522503,United Kingdom,,,755310.2076,656791.4849,36,12/31/1986,Historical
37,13.55,11.583,56658270,United Kingdom,,,767719.5585,656272.7414,37,12/31/1987,Historical
38,13.737,11.546,56812757,United Kingdom,,,780436.8429,655960.0923,38,12/31/1988,Historical
39,13.639,11.474,56974297,United Kingdom,,,777072.4368,653723.0838,39,12/31/1989,Historical
40,13.541,11.402,57134391,United Kingdom,,,773656.7885,651446.3262,40,12/31/1990,Historical
41,13.442,11.33,57290785,United Kingdom,,,770102.732,649104.5941,41,12/31/1991,Historical
42,13.344,11.258,57446037,United Kingdom,,,766559.9177,646727.4845,42,12/31/1992,Historical
43,13.246,11.186,57602284,United Kingdom,,,762999.8539,644339.1488,43,12/31/1993,Historical
44,13.094,11.119,57763378,United Kingdom,,,756353.6715,642271,44,12/31/1994,Historical
45,12.942,11.053,57932453,United Kingdom,,,749761.8067,640327.403,45,12/31/1995,Historical
46,12.791,10.986,58113557,United Kingdom,,,743330.5076,638435.5372,46,12/31/1996,Historical
47,12.639,10.92,58307313,United Kingdom,,,736946.129,636715.858,47,12/31/1997,Historical
48,12.487,10.853,58509974,United Kingdom,,,730614.0453,635008.7478,48,12/31/1998,Historical
49,12.277,10.72,58715854,United Kingdom,,,720854.5396,629433.9549,49,12/31/1999,Historical
50,12.066,10.586,58923309,United Kingdom,,,710968.6464,623762.1491,50,12/31/2000,Historical
51,11.856,10.453,59124288,United Kingdom,,,700977.5585,618026.1825,51,12/31/2001,Historical
52,11.645,10.319,59326294,United Kingdom,,,690854.6936,612188.0278,52,12/31/2002,Historical
53,11.435,10.186,59561432,United Kingdom,,,681084.9749,606692.7464,53,12/31/2003,Historical
54,11.657,10.022,59872753,United Kingdom,,,697936.6817,600044.7306,54,12/31/2004,Historical
55,11.878,9.858,60287954,United Kingdom,,,716100.3176,594318.6505,55,12/31/2005,Historical
56,12.1,9.695,60821356,United Kingdom,,,735938.4076,589663.0464,56,12/31/2006,Historical
57,12.321,9.531,61455162,United Kingdom,,,757189.051,585729.149,57,12/31/2007,Historical
58,12.543,9.367,62145097,United Kingdom,,,779485.9517,582113.1236,58,12/31/2008,Historical
59,12.524,9.302,62828616,United Kingdom,,,786865.5868,584431.786,59,12/31/2009,Historical
60,12.505,9.238,63459808,United Kingdom,,,793564.899,586241.7063,60,12/31/2010,Historical
61,12.485,9.173,64021919,United Kingdom,,,799313.6587,587273.063,61,12/31/2011,Historical
62,12.466,9.109,64525312,United Kingdom,,,804372.5394,587761.067,62,12/31/2012,Historical
63,12.447,9.044,64984018,United Kingdom,,,808856.072,587715.4588,63,12/31/2013,Historical
64,12.266,9.112,65423047,United Kingdom,,,802479.0945,596134.8043,64,12/31/2014,Historical
65,12.085,9.179,65860146,United Kingdom,,,795919.8644,604530.2801,65,12/31/2015,Historical
66,11.905,9.247,66297944,United Kingdom,,,789277.0233,613057.0882,66,12/31/2016,Historical
67,11.724,9.314,66727461,United Kingdom,,,782312.7528,621499.5718,67,12/31/2017,Historical
68,11.543,9.382,67141684,United Kingdom,,,775016.4584,629923.2793,68,12/31/2018,Historical
69,11.488,9.398,67530172,United Kingdom,,,775786.6159,634648.5565,69,12/31/2019,Historical
0,15.13,10.876,69966243,Germany,,,1058589.257,760952.8589,0,12/31/1950,Historical
1,15.314,10.957,70300010,Germany,,,1076574.353,770277.2096,1,12/31/1951,Historical
2,15.497,11.039,70620277,Germany,,,1094402.433,779577.2378,2,12/31/1952,Historical
3,15.681,11.121,70929844,Germany,,,1112250.884,788810.7951,3,12/31/1953,Historical
4,15.865,11.203,71233392,Germany,,,1130117.764,798027.6906,4,12/31/1954,Historical
5,16.048,11.285,71537459,Germany,,,1148033.142,807300.2248,5,12/31/1955,Historical
6,16.232,11.366,71850649,Germany,,,1166279.735,816654.4765,6,12/31/1956,Historical
7,16.415,11.448,72183458,Germany,,,1184891.463,826356.2272,7,12/31/1957,Historical
8,16.599,11.53,72547578,Germany,,,1204217.247,836473.5743,8,12/31/1958,Historical
9,16.813,11.596,72954886,Germany,,,1226590.498,845984.8581,9,12/31/1959,Historical
10,17.028,11.662,73414239,Germany,,,1250097.662,856156.8552,10,12/31/1960,Historical
11,17.242,11.728,73928082,Germany,,,1274667.99,867028.5457,11,12/31/1961,Historical
12,17.457,11.794,74489454,Germany,,,1300362.398,878528.6205,12,12/31/1962,Historical
13,17.671,11.86,75080748,Germany,,,1326751.898,890457.6713,13,12/31/1963,Historical
14,17.333,11.936,75677307,Germany,,,1311714.762,903284.3364,14,12/31/1964,Historical
15,16.995,12.011,76258032,Germany,,,1296005.254,915935.2224,15,12/31/1965,Historical
16,16.658,12.087,76819577,Germany,,,1279660.514,928518.2272,16,12/31/1966,Historical
17,16.32,12.162,77357255,Germany,,,1262470.402,940818.9353,17,12/31/1967,Historical
18,15.982,12.238,77847179,Germany,,,1244153.615,952693.7766,18,12/31/1968,Historical
19,15.051,12.271,78260755,Germany,,,1177902.624,960337.7246,19,12/31/1969,Historical
20,14.12,12.304,78578385,Germany,,,1109526.796,966828.449,20,12/31/1970,Historical
21,13.188,12.338,78789939,Germany,,,1039081.716,972110.2674,21,12/31/1971,Historical
22,12.257,12.371,78901818,Germany,,,967099.5832,976094.3905,22,12/31/1972,Historical
23,11.326,12.404,78932455,Germany,,,893988.9853,979078.1718,23,12/31/1973,Historical
24,11.123,12.393,78909807,Germany,,,877713.7833,977929.2382,24,12/31/1974,Historical
25,10.92,12.383,78856039,Germany,,,861107.9459,976474.3309,25,12/31/1975,Historical
26,10.716,12.372,78781733,Germany,,,844225.0508,974687.6007,26,12/31/1976,Historical
27,10.513,12.362,78687323,Germany,,,827239.8267,972732.6869,27,12/31/1977,Historical
28,10.31,12.351,78573586,Germany,,,810093.6717,970462.3607,28,12/31/1978,Historical
29,10.384,12.32,78438164,Germany,,,814501.895,966358.1805,29,12/31/1979,Historical
30,10.458,12.289,78283100,Germany,,,818684.6598,962021.0159,30,12/31/1980,Historical
31,10.532,12.259,78107857,Germany,,,822631.9499,957524.219,31,12/31/1981,Historical
32,10.606,12.228,77926011,Germany,,,826483.2727,952879.2625,32,12/31/1982,Historical
33,10.68,12.197,77770213,Germany,,,830585.8748,948563.288,33,12/31/1983,Historical
34,10.735,12.113,77682295,Germany,,,833919.4368,940965.6393,34,12/31/1984,Historical
35,10.79,12.029,77691595,Germany,,,838292.3101,934552.1963,35,12/31/1985,Historical
36,10.846,11.945,77806147,Germany,,,843885.4704,929394.4259,36,12/31/1986,Historical
37,10.901,11.861,78015731,Germany,,,850449.4836,925344.5854,37,12/31/1987,Historical
38,10.956,11.777,78307525,Germany,,,857937.2439,922227.7219,38,12/31/1988,Historical
39,10.743,11.671,78660303,Germany,,,845047.6351,918044.3963,39,12/31/1989,Historical
40,10.53,11.565,79053984,Germany,,,832438.4515,914259.325,40,12/31/1990,Historical
41,10.316,11.459,79490835,Germany,,,820027.4539,910885.4783,41,12/31/1991,Historical
42,10.103,11.353,79963159,Germany,,,807867.7954,907821.7441,42,12/31/1992,Historical
43,9.89,11.247,80428556,Germany,,,795438.4188,904579.9693,43,12/31/1993,Historical
44,9.825,11.134,80832937,Germany,,,794183.606,899993.9206,44,12/31/1994,Historical
45,9.761,11.021,81138659,Germany,,,791994.4505,894229.1608,45,12/31/1995,Historical
46,9.696,10.909,81323664,Germany,,,788514.2461,887159.8506,46,12/31/1996,Historical
47,9.632,10.796,81399251,Germany,,,784037.5856,878786.3138,47,12/31/1997,Historical
48,9.567,10.683,81402673,Germany,,,778779.3726,869624.7557,48,12/31/1998,Historical
49,9.412,10.61,81389927,Germany,,,766041.9929,863547.1255,49,12/31/1999,Historical
50,9.256,10.537,81400882,Germany,,,753446.5638,857721.0936,50,12/31/2000,Historical
51,9.101,10.464,81453885,Germany,,,741311.8074,852333.4526,51,12/31/2001,Historical
52,8.945,10.391,81535122,Germany,,,729331.6663,847231.4527,52,12/31/2002,Historical
53,8.79,10.318,81614380,Germany,,,717390.4002,842097.1728,53,12/31/2003,Historical
54,8.703,10.329,81646474,Germany,,,710569.2632,843326.4299,54,12/31/2004,Historical
55,8.616,10.34,81602741,Germany,,,703089.2165,843772.3419,55,12/31/2005,Historical
56,8.53,10.35,81472226,Germany,,,694958.0878,843237.5391,56,12/31/2006,Historical
57,8.443,10.361,81277830,Germany,,,686228.7187,842119.5966,57,12/31/2007,Historical
58,8.356,10.372,81065752,Germany,,,677385.4237,840813.9797,58,12/31/2008,Historical
59,8.389,10.483,80899961,Germany,,,678669.7728,848074.2912,59,12/31/2009,Historical
60,8.422,10.594,80827002,Germany,,,680725.0108,856281.2592,60,12/31/2010,Historical
61,8.456,10.706,80855632,Germany,,,683715.2242,865640.3962,61,12/31/2011,Historical
62,8.489,10.817,80972628,Germany,,,687376.6391,875880.9171,62,12/31/2012,Historical
63,8.522,10.928,81174367,Germany,,,691767.9556,887073.4826,63,12/31/2013,Historical
64,8.7,10.974,81450378,Germany,,,708618.2886,893836.4482,64,12/31/2014,Historical
65,8.878,11.02,81787411,Germany,,,726108.6349,901297.2692,65,12/31/2015,Historical
66,9.057,11.066,82193768,Germany,,,744428.9568,909556.2367,66,12/31/2016,Historical
67,9.235,11.112,82658409,Germany,,,763350.4071,918500.2408,67,12/31/2017,Historical
68,9.413,11.158,83124418,Germany,,,782450.1466,927502.256,68,12/31/2018,Historical
69,9.405,11.275,83517045,Germany,,,785477.8082,941654.6824,69,12/31/2019,Historical
0,27.646,12.26,102798657,Russia,,,2841971.671,1260311.535,0,12/31/1950,Historical
1,27.403,11.839,104304693,Russia,,,2858261.502,1234863.26,1,12/31/1951,Historical
2,27.161,11.418,105967080,Russia,,,2878171.86,1209932.119,2,12/31/1952,Historical
3,26.918,10.997,107727318,Russia,,,2899803.946,1184677.316,3,12/31/1953,Historical
4,26.675,10.576,109536494,Russia,,,2921885.977,1158457.961,4,12/31/1954,Historical
5,26.433,10.155,111355300,Russia,,,2943454.645,1130813.072,5,12/31/1955,Historical
6,26.19,9.734,113154334,Russia,,,2963512.007,1101444.287,6,12/31/1956,Historical
7,25.948,9.313,114913779,Russia,,,2981782.737,1070192.024,7,12/31/1957,Historical
8,25.705,8.892,116622407,Russia,,,2997778.972,1037006.443,8,12/31/1958,Historical
9,24.789,8.734,118275877,Russia,,,2931940.715,1033021.51,9,12/31/1959,Historical
10,23.872,8.576,119871700,Russia,,,2861577.222,1028019.699,10,12/31/1960,Historical
11,22.956,8.419,121403892,Russia,,,2786947.745,1022099.367,11,12/31/1961,Historical
12,22.039,8.261,122858227,Russia,,,2707672.465,1014931.813,12,12/31/1962,Historical
13,21.123,8.103,124210252,Russia,,,2623693.153,1006475.672,13,12/31/1963,Historical
14,19.893,8.169,125430993,Russia,,,2495198.744,1024645.782,14,12/31/1964,Historical
15,18.663,8.236,126503736,Russia,,,2360939.225,1041884.77,15,12/31/1965,Historical
16,17.432,8.302,127417190,Russia,,,2221136.456,1057817.511,16,12/31/1966,Historical
17,16.202,8.369,128187396,Russia,,,2076892.19,1072800.317,17,12/31/1967,Historical
18,14.972,8.435,128859798,Russia,,,1929288.896,1086932.396,18,12/31/1968,Historical
19,15.052,8.624,129497501,Russia,,,1949196.385,1116786.449,19,12/31/1969,Historical
20,15.132,8.813,130148653,Russia,,,1969409.417,1147000.079,20,12/31/1970,Historical
21,15.211,9.002,130830719,Russia,,,1990066.067,1177738.132,21,12/31/1971,Historical
22,15.291,9.191,131539634,Russia,,,2011372.543,1208980.776,22,12/31/1972,Historical
23,15.371,9.38,132275731,Russia,,,2033210.261,1240746.357,23,12/31/1973,Historical
24,15.451,9.589,133032262,Russia,,,2055481.48,1275646.36,24,12/31/1974,Historical
25,15.531,9.797,133804858,Russia,,,2078123.25,1310886.194,25,12/31/1975,Historical
26,15.61,10.006,134596232,Russia,,,2101047.182,1346769.897,26,12/31/1976,Historical
27,15.69,10.214,135413334,Russia,,,2124635.21,1383111.793,27,12/31/1977,Historical
28,15.77,10.423,136259824,Russia,,,2148817.424,1420236.146,28,12/31/1978,Historical
29,15.963,10.603,137139388,Russia,,,2189156.051,1454088.931,29,12/31/1979,Historical
30,16.157,10.783,138053150,Russia,,,2230524.745,1488627.116,30,12/31/1980,Historical
31,16.35,10.963,138993847,Russia,,,2272549.398,1523789.545,31,12/31/1981,Historical
32,16.544,11.143,139954624,Russia,,,2315409.299,1559514.375,32,12/31/1982,Historical
33,16.737,11.323,140935780,Russia,,,2358842.15,1595815.837,33,12/31/1983,Historical
34,16.625,11.279,141938487,Russia,,,2359727.346,1600924.195,34,12/31/1984,Historical
35,16.513,11.236,142957284,Russia,,,2360653.631,1606268.043,35,12/31/1985,Historical
36,16.402,11.192,143995348,Russia,,,2361811.698,1611595.935,36,12/31/1986,Historical
37,16.29,11.149,145032888,Russia,,,2362585.746,1616971.668,37,12/31/1987,Historical
38,16.178,11.105,146013488,Russia,,,2362206.209,1621479.784,38,12/31/1988,Historical
39,15.113,11.54,146863931,Russia,,,2219554.589,1694809.764,39,12/31/1989,Historical
40,14.048,11.974,147531561,Russia,,,2072523.369,1766542.911,40,12/31/1990,Historical
41,12.982,12.409,147995593,Russia,,,1921278.788,1836477.314,41,12/31/1991,Historical
42,11.917,12.843,148268581,Russia,,,1766916.68,1904213.386,42,12/31/1992,Historical
43,10.852,13.278,148373580,Russia,,,1610150.09,1970104.395,43,12/31/1993,Historical
44,10.464,13.544,148349441,Russia,,,1552328.551,2009244.829,44,12/31/1994,Historical
45,10.076,13.811,148227466,Russia,,,1493539.947,2047169.533,45,12/31/1995,Historical
46,9.688,14.077,148020847,Russia,,,1434025.966,2083689.463,46,12/31/1996,Historical
47,9.3,14.344,147730019,Russia,,,1373889.177,2119039.393,47,12/31/1997,Historical
48,8.912,14.61,147360604,Russia,,,1313277.703,2152938.424,48,12/31/1998,Historical
49,9.092,14.894,146915915,Russia,,,1335759.499,2188165.638,49,12/31/1999,Historical
50,9.272,15.178,146404903,Russia,,,1357466.261,2222133.618,50,12/31/2000,Historical
51,9.451,15.463,145830721,Russia,,,1378246.144,2254980.439,51,12/31/2001,Historical
52,9.631,15.747,145215700,Russia,,,1398572.407,2286711.628,52,12/31/2002,Historical
53,9.811,16.031,144610882,Russia,,,1418777.363,2318257.049,53,12/31/2003,Historical
54,10.133,15.811,144080643,Russia,,,1459969.156,2278059.046,54,12/31/2004,Historical
55,10.455,15.59,143672116,Russia,,,1502091.973,2239848.288,55,12/31/2005,Historical
