, Births per 1000 People, Deaths per 1000 People, Population,Country,Divorces,Marriages,Total Number of Births,Total Number of Deaths,Unnamed: 0,date
48,9.567,10.683,81402673,Germany,,,778779.3725909998,869624.755659,48,12/31/98
49,9.412,10.61,81389927,Germany,,,766041.992924,863547.1254699999,49,12/31/99
50,9.256,10.537,81400882,Germany,,,753446.5637920002,857721.093634,50,12/31/00
51,9.101,10.464,81453885,Germany,,,741311.8073850002,852333.4526399999,51,12/31/01
52,8.945,10.390999999999998,81535122,Germany,,,729331.6662900002,847231.4527019998,52,12/31/02
53,8.79,10.318,81614380,Germany,,,717390.4001999998,842097.1728399999,53,12/31/03
54,8.703,10.329,81646474,Germany,,,710569.263222,843326.4299460001,54,12/31/04
55,8.616,10.34,81602741,Germany,,,703089.216456,843772.34194,55,12/31/05
56,8.53,10.35,81472226,Germany,,,694958.0877800001,843237.5391,56,12/31/06
57,8.443,10.361,81277830,Germany,,,686228.7186899999,842119.5966299998,57,12/31/07
58,8.356,10.372,81065752,Germany,,,677385.423712,840813.979744,58,12/31/08
59,8.389,10.483,80899961,Germany,,,678669.772829,848074.2911629998,59,12/31/09
60,8.422,10.594,80827002,Germany,,,680725.010844,856281.2591880001,60,12/31/10
61,8.456,10.706,80855632,Germany,,,683715.2241919999,865640.3961919999,61,12/31/11
62,8.488999999999999,10.817,80972628,Germany,,,687376.639092,875880.917076,62,12/31/12
63,8.522,10.928,81174367,Germany,,,691767.955574,887073.4825759998,63,12/31/13
64,8.7,10.974,81450378,Germany,,,708618.2885999999,893836.4481719999,64,12/31/14
65,8.878,11.02,81787411,Germany,,,726108.6348580002,901297.26922,65,12/31/15
66,9.057,11.066,82193768,Germany,,,744428.956776,909556.236688,66,12/31/16
67,9.235,11.112,82658409,Germany,,,763350.4071150002,918500.240808,67,12/31/17
68,9.413,11.158,83124418,Germany,,,782450.1466340001,927502.256044,68,12/31/18
69,9.405,11.275,83517045,Germany,,,785477.8082249998,941654.682375,69,12/31/19
0,27.646,12.26,102798657,Russia,,,2841971.671422,1260311.5348200002,0,12/31/50
1,27.403,11.839,104304693,Russia,,,2858261.502279001,1234863.260427,1,12/31/51
2,27.161,11.418,105967080,Russia,,,2878171.8598799994,1209932.1194399998,2,12/31/52
3,26.918000000000006,10.997,107727318,Russia,,,2899803.945924001,1184677.316046,3,12/31/53
4,26.675,10.576,109536494,Russia,,,2921885.97745,1158457.9605440001,4,12/31/54
5,26.433000000000003,10.155,111355300,Russia,,,2943454.6449000007,1130813.0715,5,12/31/55
6,26.19,9.734,113154334,Russia,,,2963512.00746,1101444.2871559998,6,12/31/56
7,25.948,9.313,114913779,Russia,,,2981782.7374919998,1070192.0238269998,7,12/31/57
8,25.705,8.892000000000003,116622407,Russia,,,2997778.971935,1037006.4430440002,8,12/31/58
9,24.789,8.734,118275877,Russia,,,2931940.7149529997,1033021.509718,9,12/31/59
10,23.872,8.576,119871700,Russia,,,2861577.222400001,1028019.6992,10,12/31/60
11,22.956,8.419,121403892,Russia,,,2786947.744752,1022099.3667479999,11,12/31/61
12,22.039,8.261000000000001,122858227,Russia,,,2707672.4648530004,1014931.813247,12,12/31/62
13,21.123,8.103,124210252,Russia,,,2623693.1529960004,1006475.671956,13,12/31/63
14,19.893,8.169,125430993,Russia,,,2495198.743749,1024645.781817,14,12/31/64
15,18.663,8.236,126503736,Russia,,,2360939.224968,1041884.769696,15,12/31/65
16,17.432000000000002,8.302,127417190,Russia,,,2221136.4560800004,1057817.51138,16,12/31/66
17,16.202,8.369,128187396,Russia,,,2076892.1899920003,1072800.317124,17,12/31/67
18,14.972,8.435,128859798,Russia,,,1929288.895656,1086932.39613,18,12/31/68
19,15.052,8.624,129497501,Russia,,,1949196.385052,1116786.4486240002,19,12/31/69
20,15.132,8.812999999999997,130148653,Russia,,,1969409.417196,1147000.078889,20,12/31/70
21,15.211,9.002,130830719,Russia,,,1990066.066709,1177738.1324380005,21,12/31/71
22,15.291,9.191,131539634,Russia,,,2011372.543494,1208980.776094,22,12/31/72
23,15.371,9.38,132275731,Russia,,,2033210.261201,1240746.3567800005,23,12/31/73
24,15.451,9.589,133032262,Russia,,,2055481.4801619998,1275646.360318,24,12/31/74
25,15.531,9.797,133804858,Russia,,,2078123.249598,1310886.193826,25,12/31/75
26,15.61,10.006,134596232,Russia,,,2101047.18152,1346769.897392,26,12/31/76
27,15.69,10.214,135413334,Russia,,,2124635.2104599997,1383111.793476,27,12/31/77
28,15.77,10.423,136259824,Russia,,,2148817.42448,1420236.145552,28,12/31/78
29,15.963,10.603,137139388,Russia,,,2189156.050644,1454088.9309639998,29,12/31/79
30,16.157,10.783,138053150,Russia,,,2230524.7445500004,1488627.11645,30,12/31/80
31,16.35,10.963,138993847,Russia,,,2272549.39845,1523789.5446609997,31,12/31/81
32,16.544,11.143,139954624,Russia,,,2315409.2994560003,1559514.375232,32,12/31/82
33,16.737000000000002,11.323,140935780,Russia,,,2358842.14986,1595815.83694,33,12/31/83
34,16.625,11.279000000000002,141938487,Russia,,,2359727.346375,1600924.194873,34,12/31/84
35,16.512999999999998,11.236,142957284,Russia,,,2360653.630692,1606268.043024,35,12/31/85
36,16.402,11.192,143995348,Russia,,,2361811.6978960005,1611595.934816,36,12/31/86
37,16.29,11.149,145032888,Russia,,,2362585.74552,1616971.668312,37,12/31/87
38,16.178,11.105,146013488,Russia,,,2362206.208864,1621479.78424,38,12/31/88
39,15.113,11.54,146863931,Russia,,,2219554.589203,1694809.7637399996,39,12/31/89
40,14.048,11.974,147531561,Russia,,,2072523.368928,1766542.911414,40,12/31/90
41,12.982,12.409,147995593,Russia,,,1921278.7883260003,1836477.313537,41,12/31/91
42,11.917,12.843,148268581,Russia,,,1766916.679777,1904213.3857830002,42,12/31/92
43,10.852,13.278,148373580,Russia,,,1610150.09016,1970104.39524,43,12/31/93
44,10.464,13.544,148349441,Russia,,,1552328.550624,2009244.828904,44,12/31/94
45,10.076,13.811,148227466,Russia,,,1493539.947416,2047169.5329259997,45,12/31/95
46,9.688,14.077,148020847,Russia,,,1434025.965736,2083689.4632189998,46,12/31/96
47,9.3,14.344,147730019,Russia,,,1373889.1767,2119039.3925360003,47,12/31/97
48,8.912,14.61,147360604,Russia,,,1313277.702848,2152938.42444,48,12/31/98
49,9.092,14.894,146915915,Russia,,,1335759.4991799998,2188165.6380100003,49,12/31/99
50,9.272,15.178,146404903,Russia,,,1357466.260616,2222133.617734,50,12/31/00
51,9.451,15.463,145830721,Russia,,,1378246.144171,2254980.438823,51,12/31/01
52,9.631,15.747,145215700,Russia,,,1398572.4067,2286711.6279,52,12/31/02
53,9.811,16.031,144610882,Russia,,,1418777.363302,2318257.049342,53,12/31/03
54,10.133,15.811,144080643,Russia,,,1459969.1555189998,2278059.0464729997,54,12/31/04
55,10.455,15.59,143672116,Russia,,,1502091.97278,2239848.2884400003,55,12/31/05
56,10.776,15.37,143403256,Russia,,,1545313.486656,2204108.04472,56,12/31/06
57,11.098,15.149,143266212,Russia,,,1589968.4207759998,2170339.8455880005,57,12/31/07
58,11.42,14.929,143248764,Russia,,,1635900.8848799998,2138560.797756,58,12/31/08
59,11.732,14.621,143326913,Russia,,,1681511.3433160004,2095582.794973,59,12/31/09
60,12.044,14.313,143479274,Russia,,,1728064.3760560001,2053618.848762,60,12/31/10
61,12.357,14.005,143703025,Russia,,,1775738.2799250004,2012560.865125,61,12/31/11
62,12.669,13.697,143993892,Russia,,,1824258.617748,1972284.338724,62,12/31/12
63,12.981,13.389,144325449,Russia,,,1873488.653469,1932373.4366610004,63,12/31/13
64,12.939,13.255,144664841,Russia,,,1871818.377699,1917532.467455,64,12/31/14
65,12.897,13.121,144985057,Russia,,,1869872.280129,1902348.932897,65,12/31/15
66,12.854,12.987,145275383,Russia,,,1867369.773082,1886691.399021,66,12/31/16
67,12.812,12.853,145530082,Russia,,,1864531.410584,1870498.143946,67,12/31/17
68,12.77,12.719,145734038,Russia,,,1861023.66526,1853591.229322,68,12/31/18
69,12.482,12.785,145872256,Russia,,,1820777.4993920003,1864976.7929599998,69,12/31/19
0,51.723,28.71,17119265,Iran,,,885459.7436,491494.0982,0,12/31/50
1,51.382,28.070999999999998,17516679,Iran,,,900042.0004,491710.6962,1,12/31/51
2,51.04,27.433000000000003,17933502,Iran,,,915325.9421,491969.7604,2,12/31/52
3,50.698,26.795,18369051,Iran,,,931274.1476,492198.7215,3,12/31/53
4,50.356,26.156999999999996,18822757,Iran,,,947838.7515,492346.8548,4,12/31/54
5,50.013999999999996,25.519000000000002,19294127,Iran,,,964976.4678,492366.8269,5,12/31/55
6,49.673,24.88,19782824,Iran,,,982672.2166,492196.6611,6,12/31/56
7,49.331,24.241999999999997,20288539,Iran,,,1000853.917,491834.7624,7,12/31/57
8,48.989,23.604,20811144,Iran,,,1019517.1329999999,491226.24299999996,8,12/31/58
9,48.465,22.941,21350574,Iran,,,1034755.569,489803.5181,9,12/31/59
10,47.942,22.278000000000002,21906914,Iran,,,1050261.271,488042.2301,10,12/31/60
11,47.418,21.614,22480372,Iran,,,1065974.279,485890.7604,11,12/31/61
12,46.895,20.951,23071315,Iran,,,1081929.317,483367.1206,12,12/31/62
13,46.371,20.288,23680258,Iran,,,1098077.244,480425.0743,13,12/31/63
14,45.798,19.684,24307860,Iran,,,1113251.372,478475.9162,14,12/31/64
15,45.226000000000006,19.081,24954873,Iran,,,1128609.086,476163.9317,15,12/31/65
16,44.653,18.477,25624373,Iran,,,1144205.128,473461.5399,16,12/31/66
17,44.081,17.874000000000002,26317783,Iran,,,1160114.192,470404.0533,17,12/31/67
18,43.508,17.27,27032571,Iran,,,1176133.0990000002,466852.5012,18,12/31/68
19,43.07,16.674,27764924,Iran,,,1195835.277,462952.3428,19,12/31/69
20,42.632,16.078,28513866,Iran,,,1215603.135,458445.9375,20,12/31/70
21,42.193999999999996,15.482000000000001,29281591,Iran,,,1235507.451,453337.5919,21,12/31/71
22,41.756,14.886,30075297,Iran,,,1255824.102,447700.8711,22,12/31/72
23,41.318000000000005,14.29,30905707,Iran,,,1276962.002,441642.55299999996,23,12/31/73
24,41.578,13.772,31786471,Iran,,,1321617.8909999998,437763.2786,24,12/31/74
25,41.838,13.255,32729772,Iran,,,1369348.201,433833.1279,25,12/31/75
26,42.099,12.737,33733961,Iran,,,1420166.024,429669.4613,26,12/31/76
27,42.358999999999995,12.22,34803045,Iran,,,1474222.1830000002,425293.2099,27,12/31/77
28,42.619,11.702,35960805,Iran,,,1532613.5480000002,420813.3401,28,12/31/78
29,42.976000000000006,12.02,37237137,Iran,,,1600303.2,447590.3867,29,12/31/79
30,43.333,12.338,38650246,Iran,,,1674831.11,476866.7351,30,12/31/80
31,43.69,12.655,40199906,Iran,,,1756333.8930000002,508729.8104,31,12/31/81
32,44.047,12.972999999999999,41869236,Iran,,,1844214.2380000001,543169.5986,32,12/31/82
33,44.403999999999996,13.290999999999999,43636837,Iran,,,1937650.11,579977.2006,33,12/31/83
34,43.126000000000005,12.434000000000001,45472791,Iran,,,1961059.585,565408.6833,34,12/31/84
35,41.848,11.577,47347186,Iran,,,1981385.04,548138.3723,35,12/31/85
36,40.571,10.719000000000001,49260255,Iran,,,1998537.8059999999,528020.6733,36,12/31/86
37,39.293,9.862,51193782,Iran,,,2011557.2759999998,504873.0781,37,12/31/87
38,38.015,9.005,53077313,Iran,,,2017734.054,477961.2036,38,12/31/88
39,35.656,8.391,54822003,Iran,,,1954733.3390000002,460011.4272,39,12/31/89
40,33.297,7.777,56366217,Iran,,,1876825.927,438360.0696,40,12/31/90
41,30.939,7.162999999999999,57679034,Iran,,,1784531.6330000001,413154.9205,41,12/31/91
42,28.58,6.5489999999999995,58780370,Iran,,,1679942.975,384952.6431,42,12/31/92
43,26.221,5.935,59723764,Iran,,,1566016.8159999999,354460.5393,43,12/31/93
44,24.798000000000002,5.7989999999999995,60590614,Iran,,,1502526.0459999999,351364.9706,44,12/31/94
45,23.375,5.662999999999999,61442664,Iran,,,1436222.271,347949.8062,45,12/31/95
46,21.951,5.528,62294920,Iran,,,1367435.789,344366.3178,46,12/31/96
47,20.528000000000002,5.392,63136312,Iran,,,1296062.213,340430.9943,47,12/31/97
48,19.105,5.256,63971836,Iran,,,1222181.9270000001,336235.97,48,12/31/98
49,18.762999999999998,5.209,64800880,Iran,,,1215858.9109999998,337547.7839,49,12/31/99
50,18.42,5.162000000000001,65623405,Iran,,,1208783.12,338748.0166,50,12/31/00
51,18.078,5.115,66449112,Iran,,,1201267.047,339887.2079,51,12/31/01
52,17.735,5.0680000000000005,67284796,Iran,,,1193295.857,340999.3461,52,12/31/02
53,17.393,5.021,68122938,Iran,,,1184862.261,342045.2717,53,12/31/03
54,17.477,5.0280000000000005,68951281,Iran,,,1205061.538,346687.0409,54,12/31/04
55,17.561,5.0360000000000005,69762347,Iran,,,1225096.576,351323.1795,55,12/31/05
56,17.646,5.043,70554760,Iran,,,1245009.295,355807.6547,56,12/31/06
57,17.73,5.051,71336475,Iran,,,1264795.702,360320.5352,57,12/31/07
58,17.814,5.058,72120604,Iran,,,1284756.44,364786.015,58,12/31/08
59,17.953,4.999,72924837,Iran,,,1309219.5990000002,364551.2602,59,12/31/09
60,18.093,4.941,73762519,Iran,,,1334585.256,364460.6064,60,12/31/10
61,18.232,4.882,74634957,Iran,,,1360744.5359999998,364367.8601,61,12/31/11
62,18.372,4.824,75539878,Iran,,,1387818.639,364404.3715,62,12/31/12
63,18.511,4.765,76481961,Iran,,,1415757.58,364436.5442,63,12/31/13
64,18.628,4.788,77465770,Iran,,,1443032.364,370906.1068,64,12/31/14
65,18.745,4.811,78492215,Iran,,,1471336.57,377626.0464,65,12/31/15
66,18.863,4.833,79563989,Iran,,,1500815.525,384532.7588,66,12/31/16
67,18.98,4.856,80673883,Iran,,,1531190.299,391752.3758,67,12/31/17
68,19.097,4.879,81800188,Iran,,,1562138.19,399103.1173,68,12/31/18
69,18.547,4.8660000000000005,82913906,Iran,,,1537804.215,403459.0666,69,12/31/19
