,date,Country, Births per 1000 People, Population,Total Number of Births, Deaths per 1000 People,Total Number of Deaths
41,12/31/91,United Kingdom,13.442,57290785,770102.7319700001,11.33,649104.59405
42,12/31/92,United Kingdom,13.344000000000001,57446037,766559.9177280001,11.258,646727.484546
43,12/31/93,United Kingdom,13.245999999999999,57602284,762999.853864,11.186,644339.148824
44,12/31/94,United Kingdom,13.094000000000001,57763378,756353.6715320001,11.119000000000002,642270.9999820001
45,12/31/95,United Kingdom,12.942,57932453,749761.8067259999,11.052999999999999,640327.403009
46,12/31/96,United Kingdom,12.790999999999999,58113557,743330.5075869999,10.985999999999999,638435.5372019999
47,12/31/97,United Kingdom,12.639000000000001,58307313,736946.1290070001,10.92,636715.85796
48,12/31/98,United Kingdom,12.487,58509974,730614.045338,10.853,635008.7478220001
49,12/31/99,United Kingdom,12.277000000000001,58715854,720854.539558,10.72,629433.95488
50,12/31/00,United Kingdom,12.065999999999999,58923309,710968.6463939999,10.585999999999999,623762.1490739998
51,12/31/01,United Kingdom,11.856,59124288,700977.558528,10.453,618026.182464
52,12/31/02,United Kingdom,11.645,59326294,690854.69363,10.319,612188.027786
53,12/31/03,United Kingdom,11.435,59561432,681084.9749200001,10.186,606692.746352
54,12/31/04,United Kingdom,11.657,59872753,697936.681721,10.022,600044.730566
55,12/31/05,United Kingdom,11.878,60287954,716100.317612,9.857999999999999,594318.650532
56,12/31/06,United Kingdom,12.1,60821356,735938.4076,9.695,589663.04642
57,12/31/07,United Kingdom,12.321,61455162,757189.051002,9.531,585729.149022
58,12/31/08,United Kingdom,12.543,62145097,779485.951671,9.367,582113.123599
59,12/31/09,United Kingdom,12.524000000000001,62828616,786865.586784,9.302,584431.786032
60,12/31/10,United Kingdom,12.505,63459808,793564.89904,9.238,586241.706304
61,12/31/11,United Kingdom,12.485,64021919,799313.6587149999,9.173,587273.062987
62,12/31/12,United Kingdom,12.466,64525312,804372.539392,9.109,587761.067008
63,12/31/13,United Kingdom,12.447000000000001,64984018,808856.072046,9.044,587715.4587920001
64,12/31/14,United Kingdom,12.265999999999998,65423047,802479.0945019999,9.112,596134.804264
65,12/31/15,United Kingdom,12.085,65860146,795919.86441,9.179,604530.2801340001
66,12/31/16,United Kingdom,11.905,66297944,789277.0233199999,9.247,613057.088168
67,12/31/17,United Kingdom,11.724,66727461,782312.7527640001,9.314,621499.5717539999
68,12/31/18,United Kingdom,11.543,67141684,775016.458412,9.382,629923.279288
69,12/31/19,United Kingdom,11.488,67530172,775786.615936,9.398,634648.556456
